file,n_clusters,vector_size,window,epochs,NMI,running_time,training_time,iteration
P50.O0_tx,6,400,5,20,0.993446256431668,1.373144,334.52826046943665,median
P50.O0_tx,6,400,5,10,0.9929230952562048,1.341722,165.56153917312622,median
P50.O0_tx,6,200,5,20,0.99292136004266,0.688031,216.1514658927917,median
P50.O0_tx,6,100,5,20,0.992812319718512,0.331289,164.78380012512207,median
P50.O0_tx,6,50,5,20,0.9927935101731166,0.162336,160.20368766784668,median
P50.O0_tx,6,200,5,10,0.992513833674466,0.687488,106.98292112350464,median
P50.O0_tx,6,100,5,10,0.9924515358175896,0.346425,82.77650356292725,median
P50.O0_tx,6,50,5,10,0.9924155376217552,0.1741,81.11598610877991,median
P50.O0_tx,6,100,5,5,0.9913386577806128,0.350079,41.83333587646485,median
P50.O0_tx,6,400,5,5,0.99128208886137,1.339787,84.20733690261841,median
P50.O0_tx,6,200,5,5,0.99114989929412,0.7183,53.8901002407074,median
P50.O0_tx,6,50,5,5,0.9910074528914106,0.174174,42.63390803337097,median
P50.O0_tx,6,400,10,20,0.987166508175077,1.246916,584.9291450977325,median
P50.O0_tx,6,200,10,20,0.9867490425509632,0.702844,402.165634393692,median
P50.O0_tx,6,100,10,20,0.9863490835475084,0.329301,311.63130831718445,median
P50.O0_tx,6,50,10,20,0.9859067793621974,0.165372,299.0710566043854,median
P50.O0_tx,6,400,10,10,0.9812891000963232,1.59595,293.0719330310821,median
P50.O0_tx,6,200,10,10,0.9805251062231114,0.69214,200.8985402584076,median
P50.O0_tx,6,100,10,10,0.9800308457561332,0.333806,154.16967749595642,median
P50.O0_tx,6,50,10,10,0.9794893881423532,0.177833,149.90103840827942,median
P50.O0_tx,6,400,10,5,0.9707513688631386,1.252814,148.56823754310608,median
P50.O0_tx,6,200,10,5,0.9701279848102792,0.702496,102.14884161949158,median
P50.O0_tx,6,100,10,5,0.9693740899392268,0.333731,77.26802635192871,median
P50.O0_tx,6,50,10,5,0.9690837878145871,0.15985,75.36127805709839,median
P50.O0_tx,8,400,5,10,0.9332494059276872,1.8594,165.56153917312622,median
P50.O0_tx,8,50,5,10,0.9323553010376914,0.219155,81.11598610877991,median
P50.O0_tx,8,400,5,5,0.931784594129995,1.981445,84.20733690261841,median
P50.O0_tx,8,50,5,5,0.9307064464923548,0.201204,42.63390803337097,median
P50.O0_tx,8,400,5,20,0.9282401858124184,1.937745,334.52826046943665,median
P50.O0_tx,8,200,5,20,0.9278538090895404,1.028721,216.1514658927917,median
