file,n_clusters,vector_size,window,epochs,NMI,running_time,iteration
chessBig_tx,2,50,5,5,0.0809237173956481,0.273984,1
chessBig_tx,2,50,5,5,0.0809911671014765,0.046776,2
chessBig_tx,2,50,5,5,0.0815052480696603,0.05389,3
chessBig_tx,4,50,5,5,0.119172285981776,0.093503,1
chessBig_tx,4,50,5,5,0.1191722859817761,0.084833,2
chessBig_tx,4,50,5,5,0.1191722859817761,0.082709,3
chessBig_tx,8,50,5,5,0.1219825796779371,0.094551,1
chessBig_tx,8,50,5,5,0.1218074630060546,0.080366,2
chessBig_tx,8,50,5,5,0.1184620364575805,0.069386,3
chessBig_tx,10,50,5,5,0.1231756893600102,0.09279,1
chessBig_tx,10,50,5,5,0.1232894711821732,0.082156,2
chessBig_tx,10,50,5,5,0.1198666163317184,0.100513,3
chessBig_tx,16,50,5,5,0.1206738826107321,0.168674,1
chessBig_tx,16,50,5,5,0.1243522671283177,0.134169,2
chessBig_tx,16,50,5,5,0.1230717616411997,0.188374,3
chessBig_tx,20,50,5,5,0.1262552690133732,0.173759,1
chessBig_tx,20,50,5,5,0.1310681725651558,0.174543,2
chessBig_tx,20,50,5,5,0.1281939064483667,0.162882,3
chessBig_tx,50,50,5,5,0.1642247872961448,0.558238,1
chessBig_tx,50,50,5,5,0.1621945117103976,0.579108,2
chessBig_tx,50,50,5,5,0.1629273145416256,0.610246,3
chessBig_tx,100,50,5,5,0.1769069087518882,1.090745,1
chessBig_tx,100,50,5,5,0.1795270325110318,1.234932,2
chessBig_tx,100,50,5,5,0.1793064988069851,0.994177,3
chessBig_tx,2,50,5,10,0.0991450632985404,0.038036,1
chessBig_tx,2,50,5,10,0.0990640919263971,0.038999,2
chessBig_tx,2,50,5,10,0.0990655137881167,0.042838,3
chessBig_tx,4,50,5,10,0.1141536302808626,0.053505,1
chessBig_tx,4,50,5,10,0.1098455586075372,0.064268,2
chessBig_tx,4,50,5,10,0.1141536302808626,0.060268,3
chessBig_tx,8,50,5,10,0.1222390454032915,0.084987,1
chessBig_tx,8,50,5,10,0.1222601196809817,0.08867,2
chessBig_tx,8,50,5,10,0.1223451017250544,0.072618,3
chessBig_tx,10,50,5,10,0.1234254209974874,0.089797,1
chessBig_tx,10,50,5,10,0.1234404494470344,0.090034,2
chessBig_tx,10,50,5,10,0.1233976888715246,0.080347,3
chessBig_tx,16,50,5,10,0.1278533729477811,0.129938,1
chessBig_tx,16,50,5,10,0.1278805885956266,0.124204,2
chessBig_tx,16,50,5,10,0.1279568705960876,0.119999,3
chessBig_tx,20,50,5,10,0.1361739373608578,0.151009,1
chessBig_tx,20,50,5,10,0.1328468429888672,0.132545,2
chessBig_tx,20,50,5,10,0.1350280205396613,0.158614,3
chessBig_tx,50,50,5,10,0.1732401977443838,0.497305,1
chessBig_tx,50,50,5,10,0.172229248946921,0.531572,2
chessBig_tx,50,50,5,10,0.1745483512399492,0.492492,3
chessBig_tx,100,50,5,10,0.1963196625983979,0.971973,1
