file,n_clusters,vector_size,window,epochs,NMI,running_time,iteration
connect_tx,2,50,5,5,0.0011085336333154,0.326697,1
connect_tx,2,50,5,5,8.505575192752792e-05,0.084073,2
connect_tx,2,50,5,5,0.0008768678548034,0.083461,3
connect_tx,4,50,5,5,0.0024464855410929,0.121455,1
connect_tx,4,50,5,5,0.0024450439044558,0.127604,2
connect_tx,4,50,5,5,0.0024451677518274,0.162191,3
connect_tx,8,50,5,5,0.0026637815810961,0.223985,1
connect_tx,8,50,5,5,0.0030405468228755,0.194212,2
connect_tx,8,50,5,5,0.0026496438228944,0.19077,3
connect_tx,10,50,5,5,0.0026067365261695,0.183557,1
connect_tx,10,50,5,5,0.0024003950499545,0.183741,2
connect_tx,10,50,5,5,0.0026356607882046,0.228565,3
connect_tx,16,50,5,5,0.0029851001960607,0.514145,1
connect_tx,16,50,5,5,0.0031588293373886,0.287467,2
connect_tx,16,50,5,5,0.0030312914480562,0.308767,3
connect_tx,20,50,5,5,0.0037632667762845,0.465134,1
connect_tx,20,50,5,5,0.0035724790697125,0.549872,2
connect_tx,20,50,5,5,0.0035767617594341,0.378408,3
connect_tx,50,50,5,5,0.0039509832985254,1.281015,1
connect_tx,50,50,5,5,0.0037073958554514,1.329768,2
connect_tx,50,50,5,5,0.0041392926214213,1.41836,3
connect_tx,100,50,5,5,0.0042416327531345,2.37862,1
connect_tx,100,50,5,5,0.0043074036394024,2.457085,2
connect_tx,100,50,5,5,0.0043307288037542,2.558655,3
connect_tx,2,50,5,10,0.0002065426518058,0.09481,1
connect_tx,2,50,5,10,0.0002055086572196,0.117728,2
connect_tx,2,50,5,10,0.0006154844077237,0.098294,3
connect_tx,4,50,5,10,0.0011072096146778,0.124051,1
connect_tx,4,50,5,10,0.0025349658130487,0.130913,2
connect_tx,4,50,5,10,0.0024806383631046,0.111769,3
connect_tx,8,50,5,10,0.0025668566483601,0.159848,1
connect_tx,8,50,5,10,0.0027159632615995,0.212016,2
connect_tx,8,50,5,10,0.0025817353784716,0.259994,3
connect_tx,10,50,5,10,0.0025656163636244,0.253022,1
connect_tx,10,50,5,10,0.0027450867886809,0.250826,2
connect_tx,10,50,5,10,0.0027277198257541,0.196223,3
connect_tx,16,50,5,10,0.0025525231273669,0.493457,1
connect_tx,16,50,5,10,0.0027791748573297,0.333232,2
connect_tx,16,50,5,10,0.0032320617627553,0.445149,3
connect_tx,20,50,5,10,0.0035104468685899,0.394904,1
connect_tx,20,50,5,10,0.0034367531905816,0.38598,2
connect_tx,20,50,5,10,0.0035915999911278,0.350158,3
connect_tx,50,50,5,10,0.0035884285458101,1.366104,1
connect_tx,50,50,5,10,0.003974500954059,1.234147,2
connect_tx,50,50,5,10,0.0036939533260454,1.355703,3
connect_tx,100,50,5,10,0.0043972683534205,2.447276,1
connect_tx,100,50,5,10,0.0040431488144523,2.500994,2
connect_tx,100,50,5,10,0.0042781055681297,2.444154,3
connect_tx,2,50,5,20,0.0023029742977809,0.071661,1
connect_tx,2,50,5,20,0.0013805588234092,0.085257,2
connect_tx,2,50,5,20,0.0001729131822266,0.126112,3
connect_tx,4,50,5,20,0.0026579695773127,0.123562,1
connect_tx,4,50,5,20,0.0013371470509422,0.134407,2
connect_tx,4,50,5,20,0.0014743250473173,0.112428,3
connect_tx,8,50,5,20,0.0025536961989331,0.231297,1
connect_tx,8,50,5,20,0.0024626673050565,0.190541,2
connect_tx,8,50,5,20,0.0024735810873339,0.166803,3
connect_tx,10,50,5,20,0.002569052893748,0.237302,1
connect_tx,10,50,5,20,0.0023948120210205,0.266958,2
connect_tx,10,50,5,20,0.0027381159139676,0.204952,3
connect_tx,16,50,5,20,0.0030182433059488,0.456728,1
connect_tx,16,50,5,20,0.0026740169242432,0.400834,2
connect_tx,16,50,5,20,0.0032330728573898,0.316353,3
connect_tx,20,50,5,20,0.0033058187464966,0.451517,1
connect_tx,20,50,5,20,0.0033955672541534,0.381456,2
connect_tx,20,50,5,20,0.0031856757756259,0.485261,3
connect_tx,50,50,5,20,0.0037981834376054,1.707998,1
connect_tx,50,50,5,20,0.0037005744107951,1.480334,2
connect_tx,50,50,5,20,0.0037858021197703,1.745308,3
connect_tx,100,50,5,20,0.00433539007068,2.640052,1
connect_tx,100,50,5,20,0.0045178899017391,2.521535,2
connect_tx,100,50,5,20,0.0048322921013913,2.56684,3
connect_tx,2,100,5,5,0.000137063271757,0.152518,1
connect_tx,2,100,5,5,0.0022398616229083,0.340107,2
connect_tx,2,100,5,5,0.0001828942466998,0.182247,3
connect_tx,4,100,5,5,0.0021012792323041,0.343237,1
connect_tx,4,100,5,5,0.0026439722402165,0.336019,2
connect_tx,4,100,5,5,0.0026393254584287,0.333873,3
connect_tx,8,100,5,5,0.0027768097014418,0.409019,1
connect_tx,8,100,5,5,0.0026523997872927,0.449107,2
connect_tx,8,100,5,5,0.0027983058070909,0.431773,3
connect_tx,10,100,5,5,0.0025372424602354,0.491815,1
connect_tx,10,100,5,5,0.0028358730312789,0.475156,2
connect_tx,10,100,5,5,0.002615855160775,0.507197,3
connect_tx,16,100,5,5,0.0034307867356811,0.824946,1
connect_tx,16,100,5,5,0.0029059165379494,0.734141,2
connect_tx,16,100,5,5,0.0031159589083203,0.697991,3
connect_tx,20,100,5,5,0.0037136343653307,0.856793,1
connect_tx,20,100,5,5,0.0038136916950768,0.913634,2
connect_tx,20,100,5,5,0.0034776200102897,0.864468,3
connect_tx,50,100,5,5,0.0038710564989329,1.980866,1
connect_tx,50,100,5,5,0.0039748455229232,2.350902,2
connect_tx,50,100,5,5,0.0037989281458519,1.982971,3
connect_tx,100,100,5,5,0.0045599646638657,4.337568,1
connect_tx,100,100,5,5,0.0048067764820201,3.796307,2
connect_tx,100,100,5,5,0.0044692674699801,4.165063,3
connect_tx,2,100,5,10,0.0005509247791631,0.141652,1
connect_tx,2,100,5,10,0.0005215249240274,0.217215,2
connect_tx,2,100,5,10,0.0030540242699865,0.128569,3
connect_tx,4,100,5,10,0.0012834053208387,0.358734,1
connect_tx,4,100,5,10,0.0012863157959145,0.32783,2
connect_tx,4,100,5,10,0.0012891223299478,0.380904,3
connect_tx,8,100,5,10,0.0026750913849308,0.439499,1
connect_tx,8,100,5,10,0.002649754891906,0.459842,2
connect_tx,8,100,5,10,0.002649754891906,0.499838,3
connect_tx,10,100,5,10,0.0024832196060669,0.449133,1
connect_tx,10,100,5,10,0.0026164118190624,0.490115,2
connect_tx,10,100,5,10,0.0024470902001413,0.548281,3
connect_tx,16,100,5,10,0.0029774594404494,0.689601,1
connect_tx,16,100,5,10,0.0028306380532484,0.900483,2
connect_tx,16,100,5,10,0.00281181073802,0.722234,3
connect_tx,20,100,5,10,0.0035964078789458,0.894309,1
connect_tx,20,100,5,10,0.003517195412475,1.15319,2
connect_tx,20,100,5,10,0.0034214773509076,0.982316,3
connect_tx,50,100,5,10,0.0037487804107658,2.535611,1
connect_tx,50,100,5,10,0.0036921774549592,2.413474,2
connect_tx,50,100,5,10,0.0037207442218979,2.599967,3
connect_tx,100,100,5,10,0.0047580222773215,4.305915,1
connect_tx,100,100,5,10,0.0041995313588764,4.666769,2
connect_tx,100,100,5,10,0.0044857194050896,4.136556,3
connect_tx,2,100,5,20,0.0005498993066349,0.223778,1
connect_tx,2,100,5,20,0.0021880163768757,0.167916,2
connect_tx,2,100,5,20,0.002193755768271,0.373544,3
connect_tx,4,100,5,20,0.0016193584516444,0.365086,1
connect_tx,4,100,5,20,0.0018328462171674,0.27519,2
connect_tx,4,100,5,20,0.0013399414919723,0.312706,3
connect_tx,8,100,5,20,0.0025066613387306,0.451573,1
connect_tx,8,100,5,20,0.0025743467301355,0.802941,2
connect_tx,8,100,5,20,0.0025360652298648,0.603628,3
connect_tx,10,100,5,20,0.0027477532694373,0.614165,1
connect_tx,10,100,5,20,0.0022187381711264,0.57672,2
connect_tx,10,100,5,20,0.002522868433023,0.786905,3
connect_tx,16,100,5,20,0.0032115597766998,1.048883,1
connect_tx,16,100,5,20,0.0027345015775218,0.873522,2
connect_tx,16,100,5,20,0.0031065649951855,0.893274,3
connect_tx,20,100,5,20,0.0032102126017747,1.313511,1
connect_tx,20,100,5,20,0.0038979630564738,1.13615,2
connect_tx,20,100,5,20,0.0033447866062143,0.991011,3
connect_tx,50,100,5,20,0.0037062811070655,2.475768,1
connect_tx,50,100,5,20,0.00385380568948,2.408442,2
connect_tx,50,100,5,20,0.0035563162059333,2.172178,3
connect_tx,100,100,5,20,0.0044827399563682,4.505405,1
connect_tx,100,100,5,20,0.0044499720591778,4.164706,2
connect_tx,100,100,5,20,0.0043500755026094,4.379721,3
connect_tx,2,200,5,5,0.0001524241914365,0.333571,1
connect_tx,2,200,5,5,0.0002553379543506,0.442941,2
connect_tx,2,200,5,5,0.0022237852063752,0.418737,3
connect_tx,4,200,5,5,0.0025191250607248,0.861524,1
connect_tx,4,200,5,5,0.0025191250607248,0.928831,2
connect_tx,4,200,5,5,0.0013436063624631,0.740392,3
connect_tx,8,200,5,5,0.0025643204966757,0.895599,1
connect_tx,8,200,5,5,0.0025859171112892,0.997189,2
