filename,nmi,deltak,nclusters,running_time,iteration
adult_tx,0.10844313873160026,2,4,175.31815,1
adult_tx,0.11845536174336407,2,4,143.42865,2
adult_tx,0.12078077230714528,2,4,80.99055,3
adult_tx,0.11311155721875289,2,4,190.16285,4
adult_tx,0.11338299925935595,2,4,54.34485,5
adult_tx,0.11746751422761142,2,4,109.42755,6
adult_tx,0.1392886265207717,2,4,109.51715,7
adult_tx,0.11483695529871892,2,4,112.1486,8
adult_tx,0.1286823037199622,2,4,119.55739999999999,9
adult_tx,0.1204582903174505,2,4,58.3576,10
adult_tx,0.09994279608705353,2,4,91.64670000000001,11
adult_tx,0.11210515111386449,2,4,119.0018,12
adult_tx,0.1131115572187529,2,4,116.10215,13
adult_tx,0.11176006138861393,2,4,90.0813,14
adult_tx,0.12643062005212127,2,4,177.57175,15
adult_tx,0.10030771909843043,2,4,116.4648,16
adult_tx,0.12617139319662912,2,4,116.82459999999999,17
adult_tx,0.11572806765823802,2,4,118.34025,18
adult_tx,0.12160090326930661,2,4,86.29675,19
adult_tx,0.12058368146574364,2,4,85.6356,20
adult_tx,0.11713247349467434,2.0,4,113.56095250000001,avg
adult_tx,0.10947134874317546,6,8,141.65654999999998,1
adult_tx,0.09473856574270687,6,8,248.39025,2
adult_tx,0.09914158607827134,6,8,246.01924999999997,3
adult_tx,0.10146548229661716,6,8,142.63094999999998,4
adult_tx,0.11986150324181827,6,8,144.0893,5
adult_tx,0.09475206343757427,6,8,232.8446,6
adult_tx,0.10897174018339173,6,8,272.30405,7
adult_tx,0.10853918437434319,6,8,113.9729,8
adult_tx,0.1057898231086138,6,8,74.64655,9
adult_tx,0.1191994555938878,6,8,324.0346,10
adult_tx,0.11197516720185192,6,8,212.58659999999998,11
adult_tx,0.10800197348744849,6,8,177.32604999999998,12
adult_tx,0.11012710234313167,6,8,177.78435,13
adult_tx,0.08912668762354664,6,8,141.605,14
adult_tx,0.10826502481316058,6,8,247.9686,15
adult_tx,0.10436049436392397,6,8,141.3965,16
adult_tx,0.10099081736255316,6,8,212.51489999999998,17
adult_tx,0.10666274774309839,6,8,142.17945,18
adult_tx,0.09580876190117814,6,8,142.34975,19
adult_tx,0.10093533668758307,5,8,172.82055,20
adult_tx,0.10490924331639377,5.95,8,185.45603749999998,avg
adult_tx,0.0905314212829266,14,16,234.47369999999998,1
adult_tx,0.09163637944475705,14,16,231.82010000000002,2
adult_tx,0.10273796183608508,14,16,234.1103,3
adult_tx,0.10282296858466128,14,16,330.38975,4
adult_tx,0.10064451995925196,14,16,228.0618,5
adult_tx,0.09771688360049681,14,16,186.40935000000002,6
adult_tx,0.09890043415295682,14,16,187.83464999999998,7
adult_tx,0.09103305450462497,14,16,185.839,8
adult_tx,0.09476630729328503,13,16,189.54819999999998,9
adult_tx,0.0938209213532503,14,16,263.54405,10
adult_tx,0.09626022919860648,13,16,339.9928,11
adult_tx,0.08529202396600195,13,16,196.9703,12
adult_tx,0.09814118701595406,14,16,145.99715,13
adult_tx,0.09873424267107417,13,16,241.72509999999997,14
adult_tx,0.09715367383264455,13,16,238.2809,15
adult_tx,0.09769519423796909,14,16,317.88370000000003,16
adult_tx,0.09402496600754119,14,16,307.90425,17
adult_tx,0.08507523179490639,14,16,270.8986,18
adult_tx,0.08743705106494343,14,16,134.96505000000002,19
adult_tx,0.09864949543726412,14,16,228.22494999999998,20
adult_tx,0.09515370736196008,13.75,16,234.74368499999997,avg
P50.O0_tx,0.3820707144245862,-2,4,5478.79,1
P50.O0_tx,0.6430441486662836,-2,4,3021.1919000000003,2
P50.O0_tx,0.38689489716910624,-2,4,3204.95285,3
P50.O0_tx,0.5839679867533332,-2,4,2320.65895,4
P50.O0_tx,0.5815117259071627,-2,4,3065.3164,5
P50.O0_tx,0.6133060167102538,-2,4,2330.88085,6
P50.O0_tx,0.5698592436455743,-2,4,2253.246,7
P50.O0_tx,0.5789946139755018,-2,4,7924.185799999999,8
P50.O0_tx,0.6425147993317631,-2,4,2308.69035,9
P50.O0_tx,0.5842062554502645,-2,4,3095.8419,10
P50.O0_tx,0.6099765408766172,-2,4,4574.0268,11
P50.O0_tx,0.7079539959679,-2,4,3106.86205,12
P50.O0_tx,0.399829019819505,-2,4,3105.6609000000003,13
P50.O0_tx,0.6430425691614722,-2,4,3069.7427000000002,14
P50.O0_tx,0.5790572585051087,-2,4,3020.2192,15
P50.O0_tx,0.5815400113496794,-2,4,3013.73465,16
P50.O0_tx,0.6430803366585558,-2,4,3062.18545,17
P50.O0_tx,0.741204249611484,-2,4,4660.01805,18
P50.O0_tx,0.610072034275234,-2,4,2948.1137,19
P50.O0_tx,0.6065692116919068,-2,4,3012.4295,20
P50.O0_tx,0.5844347814975646,-2.0,4,3428.8374000000003,avg
P50.O0_tx,0.9302583898425448,2,8,7037.82185,1
P50.O0_tx,0.5327760860863058,2,8,6736.2393999999995,2
P50.O0_tx,0.7232170812052625,2,8,5693.0172,3
P50.O0_tx,0.9320803984834145,2,8,6280.74815,4
P50.O0_tx,0.6942282575122436,2,8,5003.5826,5
P50.O0_tx,0.47839558439286173,2,8,9889.5239,6
P50.O0_tx,0.7269823669178516,2,8,3772.7000500000004,7
P50.O0_tx,0.7535126832713402,2,8,6715.319700000001,8
P50.O0_tx,0.7330113321440558,2,8,6476.66715,9
P50.O0_tx,0.7368395012530675,2,8,4999.29445,10
P50.O0_tx,0.7367531398565432,2,8,6483.405949999999,11
P50.O0_tx,0.7424135611711682,2,8,7161.670700000001,12
P50.O0_tx,0.7544549098743681,2,8,4233.7254,13
P50.O0_tx,0.7438387693382591,2,8,6557.776749999999,14
P50.O0_tx,0.739829139056099,2,8,8679.6304,15
P50.O0_tx,0.9239284222205405,2,8,7023.262699999999,16
P50.O0_tx,0.6993288713504934,2,8,6459.343250000001,17
P50.O0_tx,0.49922366302766746,2,8,6119.5638,18
P50.O0_tx,0.9236093029263515,2,8,7799.2426,19
P50.O0_tx,0.9394088800052888,2,8,2836.4701,20
P50.O0_tx,0.7472045169967864,2.0,8,6297.950305,avg
P50.O0_tx,0.7967744080683865,10,16,8595.0347,1
P50.O0_tx,0.7934077259487793,10,16,7942.4545,2
P50.O0_tx,0.8169572360961284,10,16,6419.255300000001,3
P50.O0_tx,0.7820680704778867,10,16,11641.943449999999,4
P50.O0_tx,0.7875246945882365,10,16,11009.8432,5
P50.O0_tx,0.8031058726386195,10,16,8580.0428,6
P50.O0_tx,0.7895194935601987,10,16,6575.7091,7
P50.O0_tx,0.8054786759796528,10,16,8553.1421,8
P50.O0_tx,0.785925083696342,10,16,8665.55745,9
P50.O0_tx,0.7987058604787649,10,16,11339.7064,10
P50.O0_tx,0.8030886031966975,10,16,9519.3431,11
P50.O0_tx,0.7865401886079489,10,16,9444.2573,12
P50.O0_tx,0.7948641888431587,10,16,9382.25015,13
P50.O0_tx,0.805737567281915,10,16,18117.20175,14
P50.O0_tx,0.7957049021832965,10,16,7784.4159500000005,15
P50.O0_tx,0.7870355472313394,10,16,7192.839999999999,16
P50.O0_tx,0.7907830460759245,10,16,10828.4916,17
P50.O0_tx,0.8002665178209278,10,16,7825.43575,18
P50.O0_tx,0.8080990827411695,10,16,7025.2573999999995,19
P50.O0_tx,0.7884731851338376,10,16,7167.9872000000005,20
P50.O0_tx,0.7960029975324604,10.0,16,9180.508460000001,avg
letrecog_tx,0.041417689955713835,-22,4,51.03425,1
letrecog_tx,0.07048100460684405,-22,4,38.31065,2
letrecog_tx,0.08786581985287546,-22,4,48.68735,3
letrecog_tx,0.0696764009768255,-22,4,60.188050000000004,4
letrecog_tx,0.054826412224851795,-22,4,96.6175,5
letrecog_tx,0.07209936446609991,-22,4,61.894349999999996,6
letrecog_tx,0.04301971097111496,-22,4,60.490449999999996,7
letrecog_tx,0.06353212908110797,-22,4,60.286249999999995,8
letrecog_tx,0.06729761193023596,-23,4,48.3984,9
letrecog_tx,0.05924187498541816,-22,4,61.1062,10
letrecog_tx,0.07920136848877952,-22,4,61.61015,11
letrecog_tx,0.049673501901516016,-22,4,72.70675,12
letrecog_tx,0.06197281347262026,-22,4,48.55455,13
letrecog_tx,0.045970866626128065,-22,4,72.19795,14
letrecog_tx,0.05717338299110342,-22,4,61.567099999999996,15
letrecog_tx,0.051943235269312334,-23,4,73.05735,16
letrecog_tx,0.03708547237499237,-22,4,23.84155,17
letrecog_tx,0.0659730251750279,-22,4,70.92515,18
letrecog_tx,0.04185173599181319,-22,4,74.6544,19
letrecog_tx,0.10108435586702727,-22,4,113.3243,20
letrecog_tx,0.0610693888604704,-22.1,4,62.97263499999999,avg
letrecog_tx,0.10347688614291808,-18,8,74.0476,1
letrecog_tx,0.11678163658712855,-18,8,90.33525,2
letrecog_tx,0.11139144315185785,-18,8,148.31574999999998,3
letrecog_tx,0.11160949977341535,-18,8,59.544149999999995,4
letrecog_tx,0.1230510739074245,-18,8,105.1977,5
letrecog_tx,0.08796835299306888,-18,8,58.741,6
letrecog_tx,0.13770092432487446,-18,8,60.087599999999995,7
letrecog_tx,0.14737945482755474,-18,8,105.4768,8
letrecog_tx,0.07320776201278165,-18,8,75.13685,9
letrecog_tx,0.12092904338827866,-18,8,45.982099999999996,10
letrecog_tx,0.1337416595914213,-18,8,75.25104999999999,11
letrecog_tx,0.13533513786543558,-18,8,76.1578,12
letrecog_tx,0.13269229416941475,-18,8,87.5508,13
letrecog_tx,0.08205856380213576,-18,8,73.63455,14
letrecog_tx,0.10162877293248306,-18,8,44.06545,15
letrecog_tx,0.13611052067065696,-18,8,115.28210000000001,16
letrecog_tx,0.11578626731327708,-18,8,85.68595,17
