file,n_clusters,vector_size,window,epochs,NMI,running_time,iteration
pendigits_tx,20,500,5,20,0.644725381953724,0.896744,3
pendigits_tx,20,50,10,20,0.6386654900725659,0.062809,3
pendigits_tx,20,100,5,20,0.6371014870057436,0.140934,2
pendigits_tx,20,50,10,20,0.6370388146227687,0.060444,1
pendigits_tx,20,500,10,10,0.6366156947322615,0.518866,2
pendigits_tx,20,50,10,10,0.6342977984358206,0.082319,3
pendigits_tx,20,200,5,5,0.6317742583770755,0.279568,3
pendigits_tx,20,100,5,10,0.6314107020336125,0.136792,1
pendigits_tx,20,200,10,5,0.6278904408208206,0.251225,2
pendigits_tx,16,50,5,20,0.6275582471867152,0.065859,1
pendigits_tx,20,500,5,20,0.6268917578021566,0.767885,1
pendigits_tx,20,200,5,10,0.6262815494458848,0.234437,2
pendigits_tx,20,200,5,5,0.624225166520025,0.329246,2
pendigits_tx,16,50,10,10,0.623336427913602,0.060265,1
pendigits_tx,50,100,10,20,0.6232790323539115,0.349888,1
pendigits_tx,20,200,10,20,0.6230925322251373,0.264607,1
pendigits_tx,16,500,10,20,0.6213112430678652,0.398006,1
pendigits_tx,20,200,5,20,0.6210211295354402,0.255981,3
pendigits_tx,16,100,10,20,0.6197820631842258,0.134495,3
pendigits_tx,20,200,10,20,0.6197193452664517,0.31763,3
pendigits_tx,20,50,5,20,0.6193393880112018,0.065435,1
pendigits_tx,50,200,5,20,0.6192815411414422,0.537953,1
pendigits_tx,50,200,10,10,0.6192421007133332,0.572128,3
pendigits_tx,20,100,10,20,0.6190696572111977,0.169216,1
pendigits_tx,20,200,10,5,0.6190517226636421,0.332267,1
pendigits_tx,16,200,10,20,0.618931142560763,0.265287,1
pendigits_tx,20,50,10,5,0.6189159633124213,0.069259,2
pendigits_tx,50,500,5,20,0.6189088481669871,2.055454,1
pendigits_tx,16,50,10,20,0.6188363759200929,0.053229,2
pendigits_tx,16,500,10,10,0.6187531832527831,0.465149,1
