filename,elbow_k,elbow_inertia,nmi,elbow_time,iteration
connect_tx,84,334.8191,0.00391469850308528,31.044171571731567,17
connect_tx,84,491.5625,0.0040422674107047285,30.562418222427368,18
connect_tx,84,362.18146,0.004079260707417239,29.462411880493164,19
connect_tx,84,346.6151,0.004038114523977381,32.07262182235718,20
P0.O30_tx,28,1478.3761,0.7105042845552686,37.42825961112976,1
P0.O30_tx,28,1471.5507,0.7108376835483287,36.341734886169434,2
P0.O30_tx,28,1480.3923,0.7105005190269374,37.14501881599426,3
P0.O30_tx,28,1495.8555,0.7105423411934073,34.1949098110199,4
P0.O30_tx,28,1500.4613,0.7103987899162912,35.47831130027771,5
P0.O30_tx,28,1500.8246,0.7105826886987574,37.54629302024841,6
P0.O30_tx,28,1497.0076,0.7104226330259927,35.56791424751282,7
P0.O30_tx,28,1488.0262,0.7107351327494594,38.50384283065796,8
P0.O30_tx,28,1385.1698,0.7098184729039868,36.06719994544983,9
P0.O30_tx,28,1482.8998,0.7106874317558686,37.73572826385498,10
P0.O30_tx,28,1484.3229,0.7105977455299239,35.90298056602478,11
P0.O30_tx,28,1496.9952,0.7106448211836982,37.74434518814087,12
P0.O30_tx,28,1483.9601,0.7112284805616161,40.43354773521423,13
P0.O30_tx,28,1497.3407,0.710087715879276,37.355541706085205,14
P0.O30_tx,28,1485.8011,0.7108328935508846,37.46965956687927,15
P0.O30_tx,28,1512.9332,0.710671274869513,39.46378302574158,16
P0.O30_tx,28,1489.3578,0.71011032098072,36.10057735443115,17
P0.O30_tx,28,1482.5469,0.7106312016771638,36.59450602531433,18
P0.O30_tx,28,1482.5352,0.7115170976950371,36.577263593673706,19
P0.O30_tx,28,1487.2988,0.7104670544223732,38.558857679367065,20
P0.O0_tx,32,1136.776,0.6939414121102995,34.73094630241394,1
P0.O0_tx,32,1132.5721,0.6933711205253481,36.927244901657104,2
P0.O0_tx,32,1136.738,0.6939320786974874,37.2286593914032,3
P0.O0_tx,32,1124.667,0.6941874148293354,36.822704553604126,4
P0.O0_tx,32,1139.7163,0.6939598848573625,36.36141777038574,5
P0.O0_tx,32,1132.4653,0.6941970427699301,36.50267815589905,6
P0.O0_tx,32,1127.6469,0.6939786665234533,38.144770860672,7
P0.O0_tx,32,1123.2487,0.6939309472263494,35.404823303222656,8
P0.O0_tx,32,1132.3662,0.6942510581835256,37.52287578582764,9
P0.O0_tx,32,1122.5033,0.6940769966889505,38.280193567276,10
P0.O0_tx,32,1130.4978,0.6939428595077765,38.145057678222656,11
P0.O0_tx,32,1134.1672,0.6941363084748684,36.59898567199707,12
P0.O0_tx,32,1141.3698,0.6936424939694865,36.000059843063354,13
P0.O0_tx,32,1143.3987,0.6940285317643954,35.9256489276886,14
P0.O0_tx,32,1129.0337,0.6936979743316378,38.39612674713135,15
P0.O0_tx,32,1136.4501,0.6938106220419342,35.8120551109314,16
P0.O0_tx,32,1129.9948,0.6941585045603134,34.021907806396484,17
P0.O0_tx,32,1133.9939,0.6936826892240127,36.70036554336548,18
P0.O0_tx,32,1120.846,0.6941165782129323,36.16221308708191,19
P0.O0_tx,32,1126.077,0.6939969812061219,37.25122356414795,20
P20.O30_tx,32,3186.8489,0.7083857055029701,35.33334422111511,1
P20.O30_tx,32,3215.212,0.7090167051831936,38.22827768325806,2
P20.O30_tx,32,3184.9624,0.7090171495775457,39.60827445983887,3
P20.O30_tx,32,3181.6526,0.7078514094487012,35.8584520816803,4
P20.O30_tx,32,3224.35,0.7084960181439578,37.318193197250366,5
P20.O30_tx,32,3208.943,0.7077910583869894,36.96449613571167,6
P20.O30_tx,32,3180.5327,0.7090598793963019,35.989100217819214,7
P20.O30_tx,32,3199.9758,0.7095517136107566,38.339390993118286,8
P20.O30_tx,32,3186.7776,0.7099587589448755,38.396034717559814,9
P20.O30_tx,32,3193.1548,0.7081840484682962,36.645716428756714,10
P20.O30_tx,32,3183.4978,0.709309788723314,36.59117603302002,11
P20.O30_tx,32,3185.142,0.7082622925969623,37.43103289604187,12
P20.O30_tx,32,3191.4827,0.7078025623040299,35.85840559005737,13
P20.O30_tx,32,3192.5713,0.7087598375675651,39.648876667022705,14
P20.O30_tx,32,3186.525,0.7077760944214019,43.96671915054321,15
P20.O30_tx,32,3190.7117,0.7085143896661665,33.66071605682373,16
P20.O30_tx,32,3174.887,0.7084679496593042,38.30587029457092,17
P20.O30_tx,32,3181.7908,0.7090173782310119,36.56365203857422,18
P20.O30_tx,32,3183.9873,0.7083710410391499,36.21556520462036,19
P20.O30_tx,32,3182.9285,0.7081957650572425,40.39361596107483,20
T500k.D20k.L50.P60.O40.C8,52,25622.14,0.6925791260424289,115.19800448417664,1
T500k.D20k.L50.P60.O40.C8,52,25609.668,0.6927452291008076,118.38827896118164,2
T500k.D20k.L50.P60.O40.C8,52,25601.477,0.6904632758544964,115.87807106971741,3
T500k.D20k.L50.P60.O40.C8,52,25638.906,0.6930088565910579,112.07634615898132,4
T500k.D20k.L50.P60.O40.C8,52,25639.117,0.6921992650142277,113.48165535926819,5
T500k.D20k.L50.P60.O40.C8,52,25610.14,0.6929149752531493,114.43196034431458,6
T500k.D20k.L50.P60.O40.C8,52,25600.459,0.6895029144791779,112.54082679748535,7
T500k.D20k.L50.P60.O40.C8,52,25639.363,0.6943094083944181,113.65626311302185,8
T500k.D20k.L50.P60.O40.C8,52,25601.836,0.6908740646363876,114.28184700012207,9
T500k.D20k.L50.P60.O40.C8,52,25606.932,0.6913145066760843,112.73605799674988,10
T500k.D20k.L50.P60.O40.C8,52,25595.342,0.6898360693253033,113.78047633171082,11
T500k.D20k.L50.P60.O40.C8,52,25609.955,0.6923039671951482,114.92239165306091,12
T500k.D20k.L50.P60.O40.C8,52,25617.857,0.6919163056152466,113.4781985282898,13
T500k.D20k.L50.P60.O40.C8,52,25616.543,0.6915547827496755,111.25028896331787,14
T500k.D20k.L50.P60.O40.C8,52,25608.125,0.6914638253365026,115.01422667503357,15
T500k.D20k.L50.P60.O40.C8,52,25626.668,0.6938321557613321,111.86162853240967,16
T500k.D20k.L50.P60.O40.C8,52,25636.55,0.6929219957365845,117.08778691291809,17
T500k.D20k.L50.P60.O40.C8,52,25630.107,0.6915418381060947,108.82283878326416,18
T500k.D20k.L50.P60.O40.C8,52,25632.297,0.6957884656619819,118.70692992210388,19
T500k.D20k.L50.P60.O40.C8,52,25632.906,0.6941760338708037,112.54143476486206,20
P20.O0_tx,40,2710.2153,0.6769373388514136,37.97627305984497,1
P20.O0_tx,40,2714.1409,0.6768030088582925,37.200239419937134,2
P20.O0_tx,40,2705.8057,0.6766923515747231,36.46149015426636,3
P20.O0_tx,40,2710.0469,0.6762660279935164,37.64555883407593,4
P20.O0_tx,40,2710.8354,0.6769703377930847,36.37788510322571,5
P20.O0_tx,40,2716.9575,0.6769673556018345,39.47772192955017,6
P20.O0_tx,40,2720.587,0.67692673693651,36.14745879173279,7
P20.O0_tx,40,2709.7908,0.676520044047595,34.973658323287964,8
P20.O0_tx,40,2712.7363,0.6765964512796369,35.17495536804199,9
P20.O0_tx,40,2711.0872,0.6766808601344881,36.93699502944946,10
P20.O0_tx,40,2710.8862,0.6766934579727125,39.571598052978516,11
P20.O0_tx,40,2715.854,0.6763303961991642,35.21771788597107,12
P20.O0_tx,40,2710.208,0.6768239496501587,38.20859932899475,13
P20.O0_tx,40,2713.4834,0.6777375026013118,39.416842460632324,14
P20.O0_tx,40,2717.1826,0.6764352940551805,37.465163230895996,15
P20.O0_tx,40,2722.4485,0.676594206110067,35.61169743537903,16
P20.O0_tx,40,2717.6064,0.6773960263108832,40.014986991882324,17
P20.O0_tx,40,2706.8928,0.6764526191313772,37.42035436630249,18
P20.O0_tx,40,2727.6155,0.6765952019229209,38.12739133834839,19
P20.O0_tx,40,2732.383,0.6762272694634964,35.85196113586426,20
chessBig_tx,52,49.743835,0.14065461379627328,12.763060808181763,1
chessBig_tx,52,42.6196,0.14587453352795346,13.73319149017334,2
chessBig_tx,40,50.162216,0.14843661474612674,13.358413696289062,3
chessBig_tx,56,41.73029,0.16563450821999404,14.496655464172363,4
chessBig_tx,52,47.253437,0.14552284020158016,13.583377599716187,5
chessBig_tx,52,50.774204,0.14267432286537557,13.482911109924316,6
chessBig_tx,48,45.594666,0.15800836523507045,13.180879831314087,7
chessBig_tx,52,46.093365,0.14432330774494348,13.07133173942566,8
chessBig_tx,52,41.259342,0.1423106674657932,13.141092538833618,9
chessBig_tx,52,47.06825,0.16338478818700508,12.936900854110718,10
chessBig_tx,52,40.94157,0.1438885437788908,12.971973180770874,11
chessBig_tx,52,44.451107,0.14907365818773385,12.036850929260254,12
chessBig_tx,52,50.738354,0.15183031305852107,13.189337491989136,13
chessBig_tx,52,48.146538,0.15517422845849851,12.838862895965576,14
chessBig_tx,52,48.20687,0.14388271460016197,12.508312940597534,15
chessBig_tx,40,48.842434,0.15079741839030278,15.223350763320923,16
chessBig_tx,56,43.89966,0.15762389928691228,11.485156059265137,17
chessBig_tx,48,41.29655,0.14987531258589104,11.913429498672485,18
chessBig_tx,52,48.646854,0.14198359267519506,14.986874341964722,19
chessBig_tx,40,47.30299,0.1530776141690242,13.168408632278442,20
db36-sep_w2v,64,187505.28,0.7096748439909083,392.6475474834442,1
db36-sep_w2v,64,185893.5,0.7152582018392742,404.3108968734741,2
db36-sep_w2v,64,187517.22,0.7050251185182258,372.9947621822357,3
db36-sep_w2v,64,184437.6,0.7136884791547874,405.21911215782166,4
db36-sep_w2v,64,186379.38,0.7133905281224077,401.7344536781311,5
db36-sep_w2v,64,185106.62,0.7150138873126256,388.86165475845337,6
db36-sep_w2v,92,165639.94,0.7096193228032449,377.2319254875183,7
db36-sep_w2v,64,187329.84,0.7168807730917259,399.1391649246216,8
db36-sep_w2v,64,194084.84,0.716526023264698,386.0878167152405,9
db36-sep_w2v,92,162792.4,0.7128432113574499,390.3374536037445,10
db36-sep_w2v,64,188165.05,0.7121800056169509,384.5593042373657,11
db36-sep_w2v,64,185170.19,0.7125669061907064,403.9985339641571,12
db36-sep_w2v,64,190996.48,0.7154459927573117,395.84501791000366,13
db36-sep_w2v,92,165558.94,0.70702921345618,396.95972514152527,14
db36-sep_w2v,92,163130.03,0.7136034516293983,395.911363363266,15
db36-sep_w2v,92,163255.1,0.7085257199000603,391.53075218200684,16
db36-sep_w2v,64,193422.92,0.7120572858711459,396.59886026382446,17
db36-sep_w2v,64,191934.84,0.7131917042483943,404.0439233779907,18
db36-sep_w2v,64,193463.48,0.7133321895622894,398.4923577308655,19
db36-sep_w2v,64,191801.25,0.7152502333784281,397.791668176651,20
pendigits_tx,76,222.69968,0.5553676066367865,4.745070219039917,1
pendigits_tx,76,223.00414,0.5530225781561756,6.070673942565918,2
pendigits_tx,76,219.59103,0.5547885849032347,5.1442179679870605,3
pendigits_tx,76,221.64172,0.5522803755051983,5.1135687828063965,4
pendigits_tx,76,221.46217,0.5526670848559726,5.157784461975098,5
pendigits_tx,76,231.09517,0.5501433418666303,4.788816452026367,6
pendigits_tx,76,248.26767,0.551162429003961,5.6238930225372314,7
pendigits_tx,76,245.3331,0.5556216993548351,5.036032199859619,8
pendigits_tx,76,231.88205,0.5558596697729696,5.805593252182007,9
pendigits_tx,76,252.39453,0.5522081739727364,5.132520437240601,10
pendigits_tx,76,242.24759,0.5551567723083195,5.064327239990234,11
pendigits_tx,76,230.98085,0.5567901734230906,5.100781202316284,12
pendigits_tx,76,227.50249,0.5505602209324509,5.995330333709717,13
pendigits_tx,76,246.79971,0.5524715533533958,4.943598747253418,14
pendigits_tx,76,223.99786,0.5567485988996161,5.020233154296875,15
pendigits_tx,76,239.04907,0.552314703639605,5.978530406951904,16
pendigits_tx,76,229.8695,0.5535060879719006,5.028638124465942,17
pendigits_tx,76,236.47495,0.5507238392596969,4.984059810638428,18
pendigits_tx,76,240.13654,0.5552356766044624,4.986353874206543,19
pendigits_tx,76,227.6378,0.5558674824948614,5.015487194061279,20
